Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/07,1,July,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.5789165602383993,3.0
BOS,"Boston, MA: Logan International",2005/07,1,July,2005,2,3,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,3,0,1,2,2,3,3,1,3,3,0.6692956713132795,3.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/07,1,July,2005,2,3,2,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",2,1,2,2,1,1,2,3,2,3,3,3,0.7036110506852294,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2005/07,1,July,2005,3,2,2,1,3,"American Airlines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,2,1,2,2,3,2,1,2,3,0.7134032748308657,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2005/07,1,July,2005,2,2,2,2,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,2,2,1,1,2,2,3,1,2,3,0.6889602480345477,3.0
DEN,"Denver, CO: Denver International",2005/07,1,July,2005,3,3,2,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,2,3,3,3,3,3,3,2,1,3,3,0.8034354327644672,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/07,1,July,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,3,3,3,3,3,3,3,3,3,3,3,0.6906456440016059,3.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/07,1,July,2005,3,2,2,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,3,3,3,2,2,3,3,3,2,3,3,0.7104401898216332,2.0
EWR,"Newark, NJ: Newark Liberty International",2005/07,1,July,2005,2,3,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,1,2,2,3,3,3,3,3,0.5451378594722799,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/07,1,July,2005,2,2,1,2,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,1,1,0,0,1,2,1,3,2,2,0.6761196610755663,3.0
IAD,"Washington, DC: Washington Dulles International",2005/07,1,July,2005,1,3,3,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",3,3,3,2,2,2,2,3,3,2,3,2,0.6757532281205165,3.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/07,1,July,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,3,3,3,3,3,3,3,3,3,3,3,0.7403696758639164,2.0
JFK,"New York, NY: John F. Kennedy International",2005/07,1,July,2005,2,3,3,3,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",1,2,3,3,0,1,2,3,3,3,3,3,0.5702776265650518,3.0
LAS,"Las Vegas, NV: McCarran International",2005/07,1,July,2005,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,3,3,2,3,3,3,2,3,3,3,0.7526334147192187,2.0
LAX,"Los Angeles, CA: Los Angeles International",2005/07,1,July,2005,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,3,0,3,3,3,3,2,3,3,3,0.7949836423118866,2.0
LGA,"New York, NY: LaGuardia",2005/07,1,July,2005,2,2,3,0,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,1,2,2,2,3,1,3,3,0.6087238377477311,3.0
MCO,"Orlando, FL: Orlando International",2005/07,1,July,2005,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,2,1,1,2,3,3,2,3,3,3,0.7178984512840619,2.0
MDW,"Chicago, IL: Chicago Midway International",2005/07,1,July,2005,1,2,1,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.",0,1,2,2,1,1,1,3,2,3,2,3,0.7614147149278448,2.0
MIA,"Miami, FL: Miami International",2005/07,1,July,2005,1,1,1,1,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,1,1,0,0,0,2,1,1,1,1,2,0.7012622720897616,2.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/07,1,July,2005,3,3,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,2,3,2,2,2,3,3,2,2,3,3,0.7497481986518943,2.0
ORD,"Chicago, IL: Chicago O'Hare International",2005/07,1,July,2005,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.6938090018739171,3.0
PDX,"Portland, OR: Portland International",2005/07,1,July,2005,1,1,0,0,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",1,0,0,0,0,0,1,1,0,1,0,0,0.757435691318328,2.0
PHL,"Philadelphia, PA: Philadelphia International",2005/07,1,July,2005,2,3,3,1,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,3,3,3,1,2,2,3,3,2,3,3,0.6022519223727573,3.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/07,1,July,2005,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,2,2,3,3,3,3,1,3,2,2,0.7912176724137931,2.0
SAN,"San Diego, CA: San Diego International",2005/07,1,July,2005,2,2,0,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,1,2,1,1,2,2,1,0,1,2,0.7669804121088781,2.0
SEA,"Seattle, WA: Seattle/Tacoma International",2005/07,1,July,2005,3,3,1,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,3,2,1,2,3,3,1,3,2,2,0.686866679912577,3.0
SFO,"San Francisco, CA: San Francisco International",2005/07,1,July,2005,3,2,2,2,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,2,0,2,2,3,2,2,1,2,2,0.7686328698505915,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2005/07,1,July,2005,3,2,1,3,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",1,1,2,0,3,3,2,2,1,2,2,2,0.8354063018242123,1.0
TPA,"Tampa, FL: Tampa International",2005/07,1,July,2005,2,2,1,3,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,2,0,0,0,2,2,1,3,2,2,0.6926749216768611,3.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/08,2,August,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.6057382674338806,3.0
BOS,"Boston, MA: Logan International",2005/08,2,August,2005,2,2,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,3,2,2,2,2,2,3,3,3,3,0.6888989990900819,3.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/08,2,August,2005,2,2,1,2,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",2,1,2,2,1,1,1,2,1,2,2,2,0.7706501682405297,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2005/08,2,August,2005,2,1,2,0,2,"American Airlines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,2,2,2,1,1,2,0,1,2,0.7901295133437991,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2005/08,2,August,2005,2,1,1,0,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,1,1,1,1,1,1,1,0,1,2,0.7896739130434782,2.0
DEN,"Denver, CO: Denver International",2005/08,2,August,2005,3,2,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,2,2,2,3,3,3,2,2,3,2,3,0.8396252874852751,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/08,2,August,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,3,3,3,3,3,3,3,3,3,3,3,0.7458380386871152,2.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/08,2,August,2005,3,2,2,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,3,2,0,2,2,3,2,2,3,2,2,0.7458809683927371,2.0
EWR,"Newark, NJ: Newark Liberty International",2005/08,2,August,2005,2,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,2,3,2,3,3,3,3,2,0.6490252707581228,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/08,2,August,2005,1,1,1,3,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,2,1,1,0,0,0,1,1,2,1,2,0.7238279873105393,2.0
IAD,"Washington, DC: Washington Dulles International",2005/08,2,August,2005,1,2,2,2,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",3,3,2,1,2,2,1,2,2,2,2,1,0.7812725958062183,2.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/08,2,August,2005,2,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,3,3,3,3,3,2,3,3,3,3,3,0.7846656665237891,2.0
JFK,"New York, NY: John F. Kennedy International",2005/08,2,August,2005,2,2,3,3,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",1,2,2,3,1,1,2,2,2,3,2,3,0.6880337260836666,3.0
LAS,"Las Vegas, NV: McCarran International",2005/08,2,August,2005,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,3,2,3,3,3,3,2,3,2,2,0.7698084607964724,2.0
LAX,"Los Angeles, CA: Los Angeles International",2005/08,2,August,2005,3,3,2,3,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,3,1,3,3,3,3,2,3,3,3,0.8124199112863479,1.0
LGA,"New York, NY: LaGuardia",2005/08,2,August,2005,2,2,3,1,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,1,2,2,2,3,1,3,3,0.6772381297571584,3.0
MCO,"Orlando, FL: Orlando International",2005/08,2,August,2005,2,2,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,2,3,2,2,2,2,2,2,2,2,0.7584,2.0
MDW,"Chicago, IL: Chicago Midway International",2005/08,2,August,2005,0,2,0,3,1,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.",0,1,1,0,1,1,0,1,0,2,1,1,0.8316900591578703,1.0
