Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,# of Delays.Carrier,# of Delays.Late Aircraft,# of Delays.National Aviation System,# of Delays.Security,# of Delays.Weather,Statistics.Carriers.Names,Carriers.Total,Flights.Cancelled,Flights.Delayed,Flights.Diverted,Flights.On Time,Flights.Total,Minutes Delayed.Carrier,Minutes Delayed.Late Aircraft,Minutes Delayed.National Aviation System,Minutes Delayed.Security,Minutes Delayed.Total,Minutes Delayed.Weather,Rate,Ratio_Rank
DCA,"Washington, DC: Ronald Reagan Washington National",2005/05,1,May,2005,1,0,1,0,1,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,0,0,2,1,0,0,1,0,0,1,0.8570650990637927,1.0
DEN,"Denver, CO: Denver International",2005/05,1,May,2005,3,2,2,0,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,2,2,3,3,2,2,1,0,2,1,0.8573807908210475,1.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/05,1,May,2005,3,3,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,2,3,3,3,3,3,3,2,3,3,3,0.8687319607465845,1.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/05,1,May,2005,1,0,1,0,2,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,1,1,2,2,1,0,1,0,1,2,0.8673722507028279,1.0
EWR,"Newark, NJ: Newark Liberty International",2005/05,1,May,2005,0,2,3,3,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,1,3,2,2,2,1,2,3,3,3,2,0.7437247272449836,2.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/05,1,May,2005,0,0,1,1,1,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,0,2,0,0,0,0,1,1,0,1,0.7981573110390718,2.0
IAD,"Washington, DC: Washington Dulles International",2005/05,1,May,2005,0,2,2,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",3,1,2,1,2,2,0,2,2,1,1,1,0.8106175708284923,1.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/05,1,May,2005,1,1,2,3,1,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,1,2,3,3,3,1,1,2,2,1,2,0.8755227823024433,1.0
JFK,"New York, NY: John F. Kennedy International",2005/05,1,May,2005,1,1,1,2,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",1,0,1,0,1,1,1,0,1,2,0,1,0.8138131166569936,1.0
LAS,"Las Vegas, NV: McCarran International",2005/05,1,May,2005,2,2,1,2,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,2,0,3,3,2,2,1,1,1,0,0.8418150087260035,1.0
LAX,"Los Angeles, CA: Los Angeles International",2005/05,1,May,2005,3,2,2,3,1,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,2,1,3,3,3,2,2,2,2,1,0.848358784435087,1.0
LGA,"New York, NY: LaGuardia",2005/05,1,May,2005,1,0,3,0,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,2,2,2,2,2,0,0,3,0,2,2,0.7873373648524831,2.0
MCO,"Orlando, FL: Orlando International",2005/05,1,May,2005,1,1,1,0,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,1,1,2,1,0,1,1,0,1,1,0.8444009074035884,1.0
MDW,"Chicago, IL: Chicago Midway International",2005/05,1,May,2005,0,1,0,1,0,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.",0,0,0,0,1,1,0,0,0,1,0,0,0.8823972860912175,1.0
MIA,"Miami, FL: Miami International",2005/05,1,May,2005,0,0,0,0,1,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,0,0,3,0,0,0,0,1,0,0,1,0.8086133283831446,1.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/05,1,May,2005,1,0,2,1,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,1,0,2,2,2,0,1,1,1,2,0.8533243674876019,1.0
ORD,"Chicago, IL: Chicago O'Hare International",2005/05,1,May,2005,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,1,3,3,0.7930792693615678,2.0
PDX,"Portland, OR: Portland International",2005/05,1,May,2005,0,0,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",2,0,0,0,0,0,0,0,0,0,0,0,0.7739711269123034,2.0
PHL,"Philadelphia, PA: Philadelphia International",2005/05,1,May,2005,1,1,2,0,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,1,2,1,2,2,1,1,2,1,1,1,0.807482323458337,1.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/05,1,May,2005,2,2,1,2,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,1,1,3,3,2,2,1,1,1,1,0.8649375083994086,1.0
SAN,"San Diego, CA: San Diego International",2005/05,1,May,2005,1,0,0,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,0,1,1,1,0,0,0,1,0,1,0.8430511182108626,1.0
SEA,"Seattle, WA: Seattle/Tacoma International",2005/05,1,May,2005,3,3,1,3,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,2,1,1,1,3,3,1,2,2,0,0.7153451226468911,2.0
SFO,"San Francisco, CA: San Francisco International",2005/05,1,May,2005,2,1,2,0,1,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,2,1,2,2,2,1,3,1,2,1,0.7874748950155195,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2005/05,1,May,2005,2,0,1,1,1,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",1,2,1,1,3,2,2,0,1,1,0,1,0.8814209231659673,1.0
TPA,"Tampa, FL: Tampa International",2005/05,1,May,2005,0,0,0,0,0,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,0,0,0,0,0,0,0,0,0,1,0.8355083459787557,1.0
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/06,1,June,2005,3,3,3,3,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,3,3,3,0.6724717138326749,3.0
BOS,"Boston, MA: Logan International",2005/06,1,June,2005,2,2,3,0,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,2,0,2,2,2,2,3,0,2,3,0.7203255074361613,2.0
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/06,1,June,2005,1,2,1,0,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",2,1,2,3,1,1,1,2,2,1,2,3,0.7515016685205784,2.0
CLT,"Charlotte, NC: Charlotte Douglas International",2005/06,1,June,2005,2,2,2,0,2,"American Airlines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",0,2,2,3,2,2,2,2,2,1,2,2,0.7555225359088658,2.0
DCA,"Washington, DC: Ronald Reagan Washington National",2005/06,1,June,2005,1,1,2,0,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,3,1,2,1,1,1,2,2,1,2,3,0.7578700602813128,2.0
DEN,"Denver, CO: Denver International",2005/06,1,June,2005,3,3,2,1,3,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,2,3,3,3,3,3,3,2,1,3,3,0.7926620657110836,2.0
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/06,1,June,2005,3,3,3,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",1,2,3,2,3,3,3,3,3,2,3,3,0.8149156441717792,1.0
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/06,1,June,2005,2,2,2,1,3,"American Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,2,3,2,2,3,2,2,2,2,3,0.7665419288994727,2.0
EWR,"Newark, NJ: Newark Liberty International",2005/06,1,June,2005,1,2,3,2,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,2,2,2,3,3,2,3,3,0.617098957937172,3.0
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/06,1,June,2005,0,1,2,1,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,0,1,2,0,0,0,1,2,1,1,2,0.6845045045045045,3.0
IAD,"Washington, DC: Washington Dulles International",2005/06,1,June,2005,1,3,3,1,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",3,3,2,2,2,2,1,3,3,0,3,2,0.6960811691333891,3.0
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/06,1,June,2005,2,2,2,3,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,1,2,1,3,3,2,2,2,3,2,2,0.8743555994296369,1.0
JFK,"New York, NY: John F. Kennedy International",2005/06,1,June,2005,1,2,3,2,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",1,2,2,3,1,1,2,2,3,1,2,3,0.6667441320009296,3.0
LAS,"Las Vegas, NV: McCarran International",2005/06,1,June,2005,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,3,0,2,3,3,3,2,3,2,1,0.7626414553788855,2.0
LAX,"Los Angeles, CA: Los Angeles International",2005/06,1,June,2005,3,3,3,3,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,3,1,3,3,3,3,2,3,3,2,0.7821792312810277,2.0
LGA,"New York, NY: LaGuardia",2005/06,1,June,2005,1,1,3,0,3,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",2,3,3,3,1,2,1,2,3,0,3,3,0.6613627854736054,3.0
MCO,"Orlando, FL: Orlando International",2005/06,1,June,2005,2,2,2,2,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,2,3,1,1,2,3,2,2,2,2,0.740875532910471,2.0
MDW,"Chicago, IL: Chicago Midway International",2005/06,1,June,2005,0,2,1,2,2,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,Southwest Airlines Co.",0,0,1,1,1,1,0,2,1,2,1,2,0.808118540654962,1.0
MIA,"Miami, FL: Miami International",2005/06,1,June,2005,1,1,2,1,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",1,0,1,3,0,0,2,1,2,1,1,2,0.6729212656364975,3.0
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/06,1,June,2005,3,2,2,2,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,2,3,2,2,3,2,2,1,2,3,0.7511359948068809,2.0
ORD,"Chicago, IL: Chicago O'Hare International",2005/06,1,June,2005,3,3,3,1,3,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",2,3,3,3,3,3,3,3,3,1,3,3,0.6996685401354662,3.0
PDX,"Portland, OR: Portland International",2005/06,1,June,2005,1,1,0,1,0,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",1,0,0,0,0,0,1,1,0,1,0,0,0.7278897136797455,2.0
PHL,"Philadelphia, PA: Philadelphia International",2005/06,1,June,2005,2,2,3,0,3,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",1,3,3,3,1,2,2,3,3,0,3,3,0.6565787045580366,3.0
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/06,1,June,2005,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,1,2,1,3,3,2,2,1,3,2,2,0.8113570741097209,1.0
SAN,"San Diego, CA: San Diego International",2005/06,1,June,2005,2,1,1,1,1,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,1,0,1,1,1,1,1,2,1,1,0.7735674676524954,2.0
SEA,"Seattle, WA: Seattle/Tacoma International",2005/06,1,June,2005,3,3,2,3,2,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,2,3,2,1,1,3,3,2,3,3,1,0.6426762346981849,3.0
SFO,"San Francisco, CA: San Francisco International",2005/06,1,June,2005,3,2,3,2,2,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",3,1,3,0,2,2,3,2,3,2,2,2,0.7207142213003878,2.0
SLC,"Salt Lake City, UT: Salt Lake City International",2005/06,1,June,2005,3,2,2,2,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",1,2,2,1,3,3,2,1,1,2,1,2,0.8290764790764791,1.0
TPA,"Tampa, FL: Tampa International",2005/06,1,June,2005,1,1,1,3,2,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Independence Air,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",3,0,1,2,0,0,1,1,1,2,1,1,0.7482495721176288,2.0
